"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"BFPRBUS","199010","9.416","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199011","9.112","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199012","9.416","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199013","110.867","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199101","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199102","9.819","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199103","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199104","10.521","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199105","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199106","10.521","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199107","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199108","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199109","10.521","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199110","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199111","10.521","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199112","10.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199113","128","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199201","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199202","11.489","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199203","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199204","11.886","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199205","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199206","11.886","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199207","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199208","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199209","11.886","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199210","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199211","11.886","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199212","12.282","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199213","145.005","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199301","14.701","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199302","12.587","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199303","14.83","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199304","14.208","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199305","14.454","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199306","13.992","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199307","13.875","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199308","12.088","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199309","13.21","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199310","14.46","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199311","14.96","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199312","15.97","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199313","169.336","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199401","16.599","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199402","13.272","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199403","15.795","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199404","13.315","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199405","15.12","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199406","14.26","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199407","14.635","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199408","15.187","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199409","17.765","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199410","16.114","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199411","17.753","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199412","18.576","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199413","188.391","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199501","18.455","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199502","16.773","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199503","18.162","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199504","17.599","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199505","17.171","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199506","16.388","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199507","15.354","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199508","14.663","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199509","15.073","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199510","15.905","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199511","14.993","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199512","17.201","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199513","197.737","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199601","16.092","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199602","12.825","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199603","14.13","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199604","12.051","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199605","9.009","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199606","6.717","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199607","7.528","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199608","9.052","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199609","9.753","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199610","14.983","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199611","14.166","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199612","14.977","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199613","141.284","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199701","14.553","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199702","13.867","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199703","15.957","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199704","14.195","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199705","18.01","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199706","13.393","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199707","16.795","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199708","12.415","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199709","15.398","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199710","17.797","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199711","14.924","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199712","19.012","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199713","186.315","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199801","19.477","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199802","14.054","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199803","15.307","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199804","17.467","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199805","14.75","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199806","16.033","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199807","15.64","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199808","16.269","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199809","17.262","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199810","17.655","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199811","17.794","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199812","20.766","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199813","202.474","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199901","19.158","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199902","15.417","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199903","17.696","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199904","19.152","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199905","17.388","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199906","14.336","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199907","14.275","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199908","17.11","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199909","17.877","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199910","19.309","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199911","18.101","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199912","20.99","2","Biofuels Production","Trillion Btu"
"BFPRBUS","199913","210.809","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200001","19.339","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200002","18.258","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200003","19.502","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200004","19.985","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200005","19.973","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200006","17.673","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200007","19.912","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200008","17.661","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200009","18.729","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200010","20.697","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200011","19.9","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200012","21.518","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200013","233.146","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200101","21.638","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200102","19.67","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200103","21.192","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200104","19.537","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200105","20.222","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200106","20.044","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200107","21.023","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200108","21.283","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200109","21.008","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200110","22.657","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200111","22.961","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200112","23.218","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200113","254.453","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200201","25.334","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200202","20.747","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200203","24.003","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200204","22.916","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200205","24.238","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200206","22.416","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200207","24.015","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200208","25.418","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200209","26.251","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200210","29.849","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200211","30.001","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200212","32.931","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200213","308.118","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200301","33.05","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200302","28.469","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200303","32.649","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200304","32.368","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200305","32.625","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200306","32.703","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200307","33.241","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200308","33.6","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200309","34.169","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200310","35.036","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200311","34.893","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200312","38.591","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200313","401.394","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200401","39.269","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200402","36.894","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200403","39.846","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200404","39.105","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200405","41.089","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200406","39.836","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200407","40.447","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200408","41.803","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200409","40.538","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200410","41.982","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200411","41.609","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200412","43.302","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200413","485.722","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200501","45.102","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200502","41.376","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200503","45.51","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200504","43.143","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200505","44.487","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200506","45.082","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200507","48.33","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200508","48.584","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200509","47.316","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200510","50.269","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200511","49.787","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200512","52.284","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200513","561.27","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200601","54.188","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200602","51.185","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200603","56.829","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200604","52.99","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200605","56.266","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200606","59.32","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200607","60.456","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200608","63.872","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200609","62.519","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200610","64.739","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200611","64.175","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200612","69.095","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200613","715.635","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200701","71.627","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200702","66.107","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200703","73.657","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200704","72.575","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200705","78.629","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200706","78.428","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200707","83.124","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200708","86.362","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200709","84.913","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200710","89.501","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200711","90.469","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200712","94.677","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200713","970.07","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200801","99.696","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200802","95.947","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200803","108.172","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200804","106.434","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200805","115.872","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200806","110.288","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200807","119.214","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200808","125.23","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200809","120.382","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200810","124.307","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200811","124.69","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200812","123.769","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200813","1374.001","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200901","118.534","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200902","109.634","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200903","119.507","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200904","115.45","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200905","125.507","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200906","126.318","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200907","137.683","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200908","139.431","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200909","134.584","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200910","142.871","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200911","147.495","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200912","152.906","2","Biofuels Production","Trillion Btu"
"BFPRBUS","200913","1569.92","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201001","150.936","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201002","140.823","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201003","156.949","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201004","150.611","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201005","155.303","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201006","151.148","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201007","156.691","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201008","158.933","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201009","154.972","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201010","161.893","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201011","162.58","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201012","167.041","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201013","1867.88","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201101","168.537","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201102","150.443","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201103","170.005","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201104","161.958","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201105","170.159","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201106","167.467","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201107","170.816","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201108","173.999","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201109","165.886","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201110","175.396","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201111","177.173","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201112","185.585","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201113","2037.424","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201201","176.18","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201202","163.132","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201203","170.729","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201204","163.535","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201205","171.87","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201206","164.401","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201207","156.766","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201208","161.795","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201209","150.489","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201210","152.97","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201211","149.512","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201212","154.363","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201213","1935.741","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201301","150.623","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201302","137.729","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201303","159.758","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201304","160.339","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201305","170.191","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201306","168.462","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201307","172.708","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201308","169.115","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201309","164.898","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201310","180.356","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201311","178.452","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201312","187.472","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201313","2000.104","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201401","171.833","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201402","155.798","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201403","175.544","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201404","172.314","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201405","180.975","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201406","180.247","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201407","186.037","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201408","180.371","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201409","174.842","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201410","181.966","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201411","179.89","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201412","195.329","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201413","2135.145","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201501","181.675","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201502","164.888","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201503","183.132","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201504","175.482","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201505","186.805","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201506","187.421","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201507","190.746","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201508","188.213","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201509","178.667","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201510","186.315","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201511","184.786","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201512","193.08","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201513","2201.209","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201601","188.598","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201602","178.671","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201603","194.48","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201604","179.125","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201605","193.545","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201606","194.201","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201607","200.412","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201608","203.744","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201609","191.624","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201610","198.5","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201611","197.554","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201612","208.942","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201613","2329.398","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201701","202.09","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201702","182.094","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201703","201.743","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201704","188.334","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201705","202.668","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201706","196.266","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201707","201.023","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201708","209.101","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201709","197.274","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201710","206.518","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201711","208.792","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201712","210.966","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201713","2406.87","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201801","204.218","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201802","189.139","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201803","207.86","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201804","197.237","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201805","207.564","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201806","204.553","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201807","213.7","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201808","217.345","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201809","200.911","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201810","212.511","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201811","206.403","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201812","209.304","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201813","2470.746","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201901","203.505","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201902","185.199","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201903","199.101","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201904","201.785","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201905","210.963","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201906","205.536","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201907","212.331","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201908","206.151","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201909","190.553","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201910","201.551","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201911","200.854","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201912","214.068","2","Biofuels Production","Trillion Btu"
"BFPRBUS","201913","2431.597","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202001","212.834","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202002","195.914","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202003","193.158","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202004","120.626","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202005","146.255","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202006","174.201","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202007","190.522","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202008","188.514","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202009","185.067","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202010","191.915","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202011","196.187","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202012","199.207","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202013","2194.401","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202101","190.541","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202102","151.904","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202103","194.31","2","Biofuels Production","Trillion Btu"
"BFPRBUS","202104","186.571","2","Biofuels Production","Trillion Btu"
